kennel,animalid,jurisdiction,intype,insubtype,indate,surreason,outtype,outsubtype,outdate,animaltype,sex,bites,petsize,color,breed,sourcezipcode,ObjectId
FREEZER,A781662,40219,STRAY,FIELD,2025-05-29 00:00:00,UNKNOWN,,,,DOG,F,N,SMALL,WHITE,POODLE MIN,40219,59872
401,A782494,40222,STRAY,OTC,2025-06-12 00:00:00,STRAY,RTO,IN KENNEL,2025-06-12 00:00:00,DOG,N,N,LARGE,BLACK / WHITE,POODLE STND,40222,59873
906,A780412,40214,STRAY,OTC,2025-05-07 00:00:00,STRAY,TRANSFER,KHS,2025-05-20 00:00:00,DOG,F,N,LARGE,BROWN / WHITE,PIT BULL / MIX,40214,59874
207,A776838,40059,FOSTER,RETURN,2025-03-14 00:00:00,HYPER,ADOPTION,WALK IN,2025-03-14 00:00:00,DOG,S,N,MED,TAN,POODLE STND / LABRADOR RETR,40059,59875
C222,A781669,40220,STRAY,OTC,2025-05-29 00:00:00,STRAY,FOSTER,TOO YOUNG,2025-06-07 00:00:00,CAT,M,N,KITTN,GRAY TABBY,DOMESTIC SH,40220,59876
402,A782581,40222,STRAY,OTC,2025-06-13 00:00:00,STRAY,EUTH,BEHAV OBSV,2025-06-22 00:00:00,DOG,F,N,LARGE,BLACK / WHITE,SIBERIAN HUSKY / MIX,40222,59877
FOUND,A771645,,FOUND,WEB,2024-11-07 00:00:00,,,,,DOG,M,,,UNKNOWN,LABRADOR RETR,,59878
FOUND,A776860,,FOUND,WEB,2025-02-25 00:00:00,,,,,DOG,F,,SMALL,UNKNOWN,CHIHUAHUA SH,40205,59879
C105,A781715,40213,STRAY,OTC,2025-05-30 00:00:00,STRAY,RTO,IN KENNEL,2025-05-30 00:00:00,CAT,N,N,SMALL,ORG TABBY / CREAM,DOMESTIC SH,40213,59880
DW12,A782652,40215,STRAY,FIELD,2025-06-15 00:00:00,STRAY,ADOPTION,WALK IN,2025-08-02 00:00:00,DOG,S,N,LARGE,WHITE,LABRADOR RETR / MIX,40215,59881
C131,A771711,40215,STRAY,FIELD,2024-11-08 00:00:00,STRAY,FOSTER,TO ADOPT,2024-11-11 00:00:00,CAT,S,N,SMALL,CRM TABBY,DOMESTIC SH,40215,59882
DW09,A776896,40243,FOSTER,RETURN,2025-03-24 00:00:00,FOSTER RET,ADOPTION,FOSTER,2025-03-24 00:00:00,DOG,S,N,TOY,CREAM / BROWN,SHIH TZU / MALTESE,40243,59883
LOST,A781818,,LOST,WEB,2025-06-02 00:00:00,,,,,CAT,F,,SMALL,UNKNOWN,AMER SH,,59884
809,A782806,40210,STRAY,OTC,2025-06-17 00:00:00,STRAY,FOSTER,TIME/SPACE,2025-07-03 00:00:00,DOG,S,N,MED,BROWN / WHITE,PIT BULL,40211,59885
C301,A771817,40203,STRAY,FIELD,2024-11-11 00:00:00,STRAY,TRANSFER,KHS,2024-12-03 00:00:00,CAT,F,N,MED,BRN TABBY,DOMESTIC SH,40203,59886
FREEZER,A776946,40219,STRAY,FIELD,2025-02-26 00:00:00,DOA,,,,DOG,M,N,SMALL,TAN,PIT BULL / MIX,40218,59887
FOUND,A781909,,FOUND,WEB,2025-06-03 00:00:00,,,,,DOG,F,,,UNKNOWN,JACK RUSS TERR,,59888
LOST,A782881,,LOST,WEB,2025-06-18 00:00:00,,,,,DOG,M,,MED,WHITE,SIBERIAN HUSKY,,59889
FOLLOWUP,A778632,40229,STRAY,OTC,2025-03-31 00:00:00,STRAY,,,2025-04-10 00:00:00,CAT,N,N,MED,GRAY / WHITE,DOMESTIC SH,40229,59890
N34,A777219,40212,STRAY,OTC,2025-03-04 00:00:00,STRAY,ADOPTION,WALK IN,2025-03-22 00:00:00,DOG,S,N,MED,RED / WHITE,AMERICAN STAFF / MIX,40212,59891
VET,A781963,40299,STRAY,FIELD,2025-06-04 00:00:00,STRAY,RTO,IN KENNEL,2025-06-04 00:00:00,DOG,F,N,PUPPY,BLACK / WHITE,GERM SHEPHERD / BORDER COLLIE,40299,59892
FOUND,A782897,,FOUND,WEB,2025-06-18 00:00:00,,,,,DOG,F,,MED,BLACK,POINTER,,59893
FOSTER,A778648,40205,STRAY,OTC,2025-03-31 00:00:00,STRAY,FOSTER,STRAY,2025-04-05 00:00:00,DOG,S,N,MED,BLACK,FLAT COAT RETR / MIX,,59894
LOST,A777440,,LOST,WEB,2025-01-10 00:00:00,,,,,CAT,M,,LARGE,UNKNOWN,MANX,,59895
ACO UNIT,A782084,40223,CONFISCATE,POTDANGER,2025-06-06 00:00:00,STRAY,DISPOSAL,NECROPSY,2025-06-06 00:00:00,OTHER,M,Y,SMALL,BROWN,BAT,40223,59896
INTAKE,A714172,40219,STRAY,OTC,2022-04-13 00:00:00,STRAY,RTF,,2022-04-13 00:00:00,CAT,N,N,LARGE,GRAY TABBY,DOMESTIC SH,40219,59897
LOST,A778656,,LOST,WEB,2025-03-23 00:00:00,,,,,DOG,F,,,UNKNOWN,FRENCH BULLDOG,,59898
DW16,A773471,40212,STRAY,OTC,2024-12-14 00:00:00,STRAY,ADOPTION,WALK IN,2025-01-02 00:00:00,DOG,N,N,MED,TAN,BLACK MOUTH CUR / BOXER,20212,59899
NF2,A782102,40258,FOSTER,RETURN,2025-06-30 00:00:00,FOSTER RET,ADOPTION,WALK IN,2025-07-02 00:00:00,CAT,N,N,KITTN,ORANGE / ORG TABBY,DOMESTIC SH,40218,59900
C214,A782141,40218,STRAY,OTC,2025-06-07 00:00:00,STRAY,FOSTER,TOO YOUNG,2025-06-08 00:00:00,CAT,N,N,KITTN,BRN TABBY,DOMESTIC SH,,59901
FOSTER,A782175,40218,FOSTER,RETURN,2025-06-26 00:00:00,STRAY,TRANSFER,RESCUE GRP,2025-06-28 00:00:00,DOG,S,N,PUPPY,TAN / WHITE,WELSH CORGI CAR,40258,59902
K103,A782175,40218,STRAY,FIELD,2025-06-09 00:00:00,STRAY,FOSTER,TIME/SPACE,2025-06-14 00:00:00,DOG,S,N,PUPPY,TAN / WHITE,WELSH CORGI CAR,40258,59903
C218,A782315,40258,STRAY,OTC,2025-06-09 00:00:00,NO MOM,FOSTER,TOO YOUNG,2025-06-13 00:00:00,CAT,F,N,KITTN,BLACK / WHITE,DOMESTIC SH,,59904
FOUND,A782366,,FOUND,WEB,2025-06-10 00:00:00,,,,,DOG,F,,LARGE,BROWN,BORDER COLLIE,,59905
TNR/OUT,A777464,40216,FOSTER,RETURN,2025-04-29 00:00:00,STRAY,SNR,,2025-05-01 00:00:00,CAT,S,N,MED,BLUE,DOMESTIC SH,40224,59906
LOST,A777551,,LOST,WEB,2025-03-12 00:00:00,,,,,DOG,M,,LARGE,UNKNOWN,AM PIT BULL TER,40210,59907
K103,A777646,40219,STRAY,FIELD,2025-03-13 00:00:00,STRAY,TRANSFER,KHS,2025-03-18 00:00:00,DOG,M,N,SMALL,WHITE,POODLE MIN,40218,59908
DW09,A777686,40208,STRAY,FIELD,2025-03-14 00:00:00,STRAY,RTO,IN KENNEL,2025-03-19 00:00:00,DOG,S,N,PUPPY,WHITE / BROWN,LABRADOR RETR,40212,59909
FOUND,A777788,,FOUND,WEB,2025-03-15 00:00:00,,,,,DOG,F,,MED,UNKNOWN,PIT BULL,40118,59910
INTAKE,A777809,40203,STRAY,OTC,2025-03-17 00:00:00,STRAY,EUTH,MEDICAL,2025-03-17 00:00:00,CAT,F,N,SMALL,GRAY TABBY,DOMESTIC SH,40207,59911
809,A778004,40212,STRAY,FIELD,2025-03-19 00:00:00,STRAY,ADOPTION,WALK IN,2025-04-03 00:00:00,DOG,N,N,MED,BLACK / WHITE,LABRADOR RETR / GERM SH POINT,40212,59912
TNR/OUT,A778031,40291,STRAY,OTC,2025-03-20 00:00:00,STRAY,TNR,CARETAKER,2025-03-26 00:00:00,CAT,N,N,LARGE,GRAY TABBY / WHITE,DOMESTIC SH,40291,59913
TNR/OUT,A778132,40214,STRAY,OTC,2025-03-22 00:00:00,STRAY,TNR,,2025-03-26 00:00:00,CAT,N,N,SMALL,BLACK / BLACK,DOMESTIC SH,40214,59914
LOST,A778144,,LOST,WEB,2025-03-21 00:00:00,,,,,DOG,M,,LARGE,UNKNOWN,ALASKAN HUSKY,,59915
FREEZER,A778190,40272,DISPOSAL,STRAY,2025-03-23 00:00:00,DOA,,,,CAT,F,N,MED,BLACK,DOMESTIC SH,40218,59916
N29,A784100,40214,STRAY,OTC,2025-07-11 00:00:00,STRAY,FOSTER,POP UP,2025-08-01 00:00:00,DOG,F,N,MED,WHITE / BR BRINDLE,PIT BULL,40214,59917
INTAKE,A784136,40213,STRAY,OTC,2025-07-12 00:00:00,STRAY,RTO,IN KENNEL,2025-07-12 00:00:00,DOG,M,N,SMALL,BLACK / BROWN,YORKSHIRE TERR,40203,59918
FOUND,A784208,,FOUND,WEB,2025-07-12 00:00:00,,,,,DOG,M,,,UNKNOWN,ALASKAN HUSKY,40291,59919
FOLLOWUP,A771894,40291,STRAY,OTC,2024-11-12 00:00:00,STRAY,TRANSFER,KHS,2024-11-17 00:00:00,DOG,F,N,PUPPY,BLACK,PIT BULL / MIX,40291,59920
FOUND,A771918,,FOUND,WEB,2024-11-12 00:00:00,,,,,DOG,F,,LARGE,WHITE,PIT BULL,40212,59921
N09,A772035,40215,CONFISCATE,CRUELTY,2024-11-14 00:00:00,PETMEDICAL,ADOPTION,WALK IN,2024-12-18 00:00:00,DOG,S,N,MED,BR BRINDLE,PLOTT HOUND,40218,59922
N02,A772037,40215,CONFISCATE,CRUELTY,2024-11-14 00:00:00,PETMEDICAL,ADOPTION,WALK IN,2025-01-04 00:00:00,DOG,S,N,MED,BR BRINDLE,PIT BULL,40218,59923
LOST,A772070,,LOST,WEB,2024-11-15 00:00:00,,,,,DOG,M,,MED,UNKNOWN,GERM SHEPHERD,,59924
C310,A778854,40272,STRAY,OTC,2025-04-04 00:00:00,STRAY,EUTH,MEDICAL,2025-04-08 00:00:00,CAT,S,N,SMALL,BLACK,DOMESTIC SH,40272,59925
FOSTER,A773524,40211,STRAY,FIELD,2024-12-16 00:00:00,MOVE,FOSTER,TIME/SPACE,2024-12-21 00:00:00,DOG,N,Y,MED,BR BRINDLE,PIT BULL,40218,59926
FOSTER,A778882,40222,STRAY,OTC,2025-04-06 00:00:00,NO MOM,FOSTER,TOO YOUNG,2025-04-06 00:00:00,CAT,N,N,KITTN,GRAY TABBY / WHITE,DOMESTIC SH,40207,59927
C125,A714172,40219,STRAY,OTC,2022-11-16 00:00:00,STRAY,RTF,,2022-11-30 00:00:00,CAT,N,N,LARGE,GRAY TABBY,DOMESTIC SH,40219,59928
K107B,A773524,40204,RETURN,ADOPTION,2025-02-22 00:00:00,RESPONSIBL,EUTH,BEHAV OBSV,2025-03-26 00:00:00,DOG,N,Y,MED,BR BRINDLE,PIT BULL,40204,59929
CW13,A778882,40222,FOSTER,RETURN,2025-05-29 00:00:00,NO MOM,ADOPTION,WALK IN,2025-05-31 00:00:00,CAT,N,N,KITTN,GRAY TABBY / WHITE,DOMESTIC SH,40207,59930
K201B,A773738,40203,STRAY,OTC,2024-12-18 00:00:00,STRAY,TRANSFER,KHS,2024-12-23 00:00:00,DOG,M,N,PUPPY,BR BRINDLE,PIT BULL / MIX,40203,59931
TNR/SNR,A714246,40258,STRAY,OTC,2022-04-14 00:00:00,STRAY,SNR,,2022-04-20 00:00:00,CAT,S,N,MED,TORTIE / MUTED,DOMESTIC SH,40258,59932
FOSTER,A778979,40218,FOSTER,RETURN,2025-04-24 00:00:00,STRAY,TRANSFER,RESCUE GRP,2025-04-26 00:00:00,DOG,S,N,TOY,BLACK / WHITE,YORKSHIRE TERR,40059,59933
FOSTER,A773765,40206,STRAY,OTC,2024-12-19 00:00:00,STRAY,FOSTER,TIME/SPACE,2024-12-19 00:00:00,CAT,S,N,MED,BRN TABBY,DOMESTIC SH,40217,59934
TNR/SNR,A714496,40229,STRAY,OTC,2022-04-20 00:00:00,STRAY,SNR,,2022-04-22 00:00:00,CAT,S,N,SMALL,BRN TABBY,DOMESTIC SH,40229,59935
ID10,A779019,40220,STRAY,OTC,2025-04-08 00:00:00,STRAY,RTO,IN KENNEL,2025-04-08 00:00:00,DOG,S,N,MED,BLACK / TAN,GERM SHEPHERD / MIX,40242,59936
N51,A773765,40206,FOSTER,RETURN,2025-01-16 00:00:00,FOSTER RET,ADOPTION,WALK IN,2025-01-18 00:00:00,CAT,S,N,MED,BRN TABBY,DOMESTIC SH,40217,59937
DW09,A714798,40218,STRAY,OTC,2022-04-27 00:00:00,STRAY,RTO,IN KENNEL,2022-04-28 00:00:00,DOG,N,N,TOY,RED,CHIHUAHUA LH,40218,59938
C217,A779180,40118,STRAY,OTC,2025-04-12 00:00:00,STRAY,SNR,,2025-04-15 00:00:00,CAT,S,N,SMALL,GRAY / WHITE,DOMESTIC SH,40118,59939
FOUND,A773780,,FOUND,WEB,2024-12-19 00:00:00,,,,,DOG,F,,MED,UNKNOWN,AM PIT BULL TER,40216,59940
N02,A779191,40118,RETURN,ADOPTION,2025-05-08 00:00:00,NO HOME,ADOPTION,WALK IN,2025-05-14 00:00:00,DOG,S,N,MED,BLACK / WHITE,BORDER COLLIE / MIX,40118,59941
K202,A773911,40215,STRAY,OTC,2024-12-21 00:00:00,STRAY,FOSTER,TIME/SPACE,2024-12-29 00:00:00,DOG,S,N,PUPPY,BLACK / BROWN,BLACK/TAN HOUND,40215,59942
FREEZER,A779204,40218,STRAY,OTC,2025-04-13 00:00:00,STRAY,DIED,IN FOSTER,2025-04-18 00:00:00,DOG,M,N,PUPPY,BROWN / CREAM,CHIHUAHUA LH / SCHNAUZER STAND,40220,59943
FOUND,A714956,,FOUND,WEB,2022-04-28 00:00:00,,,,,DOG,F,,SMALL,WHITE / BROWN,JACK RUSS TERR,,59944
704,A773929,40208,STRAY,FIELD,2024-12-22 00:00:00,STRAY,TRANSFER,KHS,2024-12-30 00:00:00,DOG,M,N,MED,GRAY / WHITE,PIT BULL,40208,59945
VET,A779242,40219,STRAY,OTC,2025-04-14 00:00:00,STRAY,RTO,IN KENNEL,2025-04-14 00:00:00,DOG,M,N,PUPPY,BROWN / WHITE,CHIHUAHUA LH,40213,59946
ID01,A715018,40272,STRAY,OTC,2022-04-30 00:00:00,STRAY,TRANSFER,RESCUE GRP,2022-05-14 00:00:00,DOG,N,N,MED,GRAY,CATAHOULA / MIX,40272,59947
TNR/SNR,A774026,40216,STRAY,OTC,2024-12-26 00:00:00,STRAY,TNR,CARETAKER,2025-01-01 00:00:00,CAT,S,N,MED,GRAY,DOMESTIC SH,40216,59948
NECROPSY,A783160,40211,CONFISCATE,EVICTION,2025-06-24 00:00:00,UNKNOWN,EUTH,BEHAV HIST,2025-06-30 00:00:00,DOG,F,Y,MED,WHITE / BLACK,PIT BULL,40202,59949
JEFFERSON,A777351,40219,STRAY,FIELD,2025-03-07 00:00:00,STRAY,EUTH,INHUMANE,2025-03-07 00:00:00,DOG,F,N,MED,BR BRINDLE / WHITE,BOXER / MIX,40218,59950
FOSTER,A774106,40215,FOSTER,RETURN,2025-01-16 00:00:00,STRAY,TRANSFER,RESCUE GRP,2025-01-18 00:00:00,DOG,S,N,MED,BLACK / WHITE,BORDER COLLIE / MIX,40243,59951
NECROPSY,A783161,40211,CONFISCATE,EVICTION,2025-06-24 00:00:00,UNKNOWN,EUTH,BEHAV HIST,2025-06-30 00:00:00,DOG,F,Y,MED,GRAY / WHITE,PIT BULL,40202,59952
TNR/OUT,A777462,40219,STRAY,OTC,2025-03-10 00:00:00,STRAY,SNR,,2025-03-12 00:00:00,CAT,N,N,MED,BLACK / WHITE,DOMESTIC SH,40219,59953
LOST,A774156,,LOST,WEB,2024-12-27 00:00:00,,,,,CAT,M,,,UNKNOWN,DOMESTIC SH,40258,59954
DW06,A783227,40215,OWNER SUR,FIELD,2025-06-25 00:00:00,OWNER MED,ADOPTION,WALK IN,2025-07-08 00:00:00,DOG,S,N,PUPPY,WHITE / BROWN,BEAGLE / MIX,40215,59955
704,A777502,40218,STRAY,FIELD,2025-03-11 00:00:00,STRAY,FOSTER,TIME/SPACE,2025-03-20 00:00:00,DOG,N,N,MED,FAWN / WHITE,AMERICAN STAFF,40220,59956
FOUND,A774157,,FOUND,WEB,2024-12-29 00:00:00,,,,,DOG,F,,,UNKNOWN,GREAT DANE,,59957
N39,A783234,40215,OWNER SUR,FIELD,2025-06-25 00:00:00,OWNER MED,ADOPTION,,2025-07-16 00:00:00,CAT,S,N,MED,BLACK / WHITE,DOMESTIC SH,40215,59958
FOLLOWUP,A777765,40291,RETURN,ADOPTION,2025-04-09 00:00:00,RESPONSIBL,ADOPTION,WALK IN,2025-04-18 00:00:00,DOG,S,N,LARGE,BLACK / BROWN,ALASK MALAMUTE,40291,59959
LOST,A774311,,LOST,WEB,2024-12-30 00:00:00,,,,,DOG,M,,MED,BROWN,BOXER,,59960
ACO UNIT,A783548,40210,STRAY,FIELD,2025-06-30 00:00:00,STRAY,RTO,IN FIELD,2025-06-30 00:00:00,DOG,M,N,LARGE,GRAY / WHITE,PIT BULL,40218,59961
K201,A777817,40205,FOSTER,RETURN,2025-04-02 00:00:00,FOSTER RET,ADOPTION,WALK IN,2025-04-16 00:00:00,DOG,N,N,PUPPY,BLACK / WHITE,LABRADOR RETR / MIX,40205,59962
N22,A774316,40218,FOSTER,RETURN,2025-02-14 00:00:00,FOSTER RET,ADOPTION,WALK IN,2025-02-16 00:00:00,DOG,N,N,PUPPY,BR BRINDLE / WHITE,MASTIFF / LABRADOR RETR,40241,59963
C116,A783682,40203,STRAY,FIELD,2025-07-03 00:00:00,STRAY,RTF,,2025-07-14 00:00:00,CAT,S,N,MED,BLACK / WHITE,DOMESTIC SH,40203,59964
LOST,A777885,,LOST,WEB,2025-03-17 00:00:00,,,,,DOG,M,,MED,UNKNOWN,CHIHUAHUA SH,,59965
408,A774469,40216,STRAY,OTC,2025-01-07 00:00:00,STRAY,RTO,IN KENNEL,2025-01-08 00:00:00,DOG,F,N,MED,BROWN / WHITE,BEAGLE,40258,59966
FOUND,A783708,,FOUND,WEB,2025-07-03 00:00:00,,,,,CAT,M,,,UNKNOWN,BURMESE,,59967
N25,A778006,40272,STRAY,FIELD,2025-03-19 00:00:00,STRAY,ADOPTION,WALK IN,2025-04-05 00:00:00,DOG,S,N,SMALL,BROWN / WHITE,PIT BULL,40215,59968
TNR/SNR,A774473,40208,STRAY,OTC,2025-01-07 00:00:00,STRAY,TNR,,2025-01-09 00:00:00,CAT,U,N,MED,BRN TABBY,DOMESTIC SH,40208,59969
FREEZER,A775690,40214,STRAY,OTC,2025-01-30 00:00:00,ABANDON,DIED,AT VET,2025-01-30 00:00:00,DOG,F,N,PUPPY,BLACK,CHIHUAHUA SH / MIX,40214,59970
ID05,A775805,40118,STRAY,FIELD,2025-07-12 00:00:00,STRAY,ADOPTION,WALK IN,2025-08-09 00:00:00,DOG,N,N,MED,TRICOLOR,BLACK/TAN HOUND / MIX,40118,59971
FOUND,A775930,,FOUND,WEB,2025-02-04 00:00:00,,,,,DOG,F,,LARGE,BROWN,GERM SHEPHERD,,59972
FOUND,A775966,,FOUND,WEB,2025-02-03 00:00:00,,,,,DOG,M,,MED,BLACK,BORDER COLLIE,40211,59973
505,A776048,40218,STRAY,OTC,2025-02-06 00:00:00,STRAY,ADOPTION,WALK IN,2025-02-15 00:00:00,DOG,N,N,MED,BLACK,LABRADOR RETR,40220,59974
TNR/OUT,A776174,40219,STRAY,OTC,2025-02-10 00:00:00,STRAY,SNR,,2025-02-13 00:00:00,CAT,N,N,MED,GRAY,DOMESTIC MH,40219,59975
N44,A776268,40118,FOSTER,RETURN,2025-03-29 00:00:00,FOSTER RET,ADOPTION,WALK IN,2025-03-30 00:00:00,CAT,N,N,MED,WHITE / BLACK,DOMESTIC SH,40222,59976
FOSTER,A783865,40272,STRAY,OTC,2025-07-07 00:00:00,STRAY,FOSTER,STRAY,2025-07-12 00:00:00,DOG,F,N,PUPPY,TAN / WHITE,BLACK MOUTH CUR / MIX,40291,59977
FOSTER,A778036,40258,STRAY,OTC,2025-03-20 00:00:00,STRAY,FOSTER,TIME/SPACE,2025-03-25 00:00:00,DOG,S,N,PUPPY,BLACK / BROWN,ROTTWEILER,40258,59978
609,A783875,40258,STRAY,OTC,2025-07-07 00:00:00,STRAY,,,,DOG,M,N,MED,TAN / WHITE,AMER BULLDOG / MIX,40258,59979
FOSTER,A783876,40218,STRAY,OTC,2025-07-07 00:00:00,STRAY,FOSTER,STRAY,2025-07-12 00:00:00,DOG,N,N,PUPPY,GRAY / WHITE,AMER BULLDOG / MIX,40218,59980
ACO UNIT,A778258,40210,STRAY,FIELD,2025-05-12 00:00:00,STRAY,RTO,IN FIELD,2025-05-12 00:00:00,DOG,S,N,LARGE,CREAM / WHITE,GREAT PYRENEES / MIX,40218,59981
C222,A780530,40219,STRAY,FIELD,2025-05-09 00:00:00,STRAY,FOSTER,TOO YOUNG,2025-05-16 00:00:00,CAT,S,N,KITTN,BLK TABBY / WHITE,DOMESTIC MH,40219,59982
NF2,A783603,40223,STRAY,OTC,2025-07-01 00:00:00,STRAY,ADOPTION,,2025-07-09 00:00:00,CAT,N,N,KITTN,BLACK,DOMESTIC SH,40242,59983
C216,A780581,40216,STRAY,OTC,2025-05-10 00:00:00,ABANDON,FOSTER,TOO YOUNG,2025-05-11 00:00:00,CAT,M,N,KITTN,GRAY TABBY,DOMESTIC SH,40272,59984
N34,A783617,40218,STRAY,FIELD,2025-07-01 00:00:00,STRAY,ADOPTION,MALL EVENT,2025-08-07 00:00:00,DOG,F,N,MED,GRAY / WHITE,PIT BULL,40258,59985
FOSTER,A780581,40216,FOSTER,RETURN,2025-05-12 00:00:00,FOSTER RET,DIED,IN FOSTER,2025-05-12 00:00:00,CAT,M,N,KITTN,GRAY TABBY,DOMESTIC SH,40222,59986
LOST,A783725,,LOST,WEB,2025-07-03 00:00:00,,,,,DOG,M,,MED,UNKNOWN,AUST SHEPHERD,40229,59987
K202B,A780638,40214,STRAY,OTC,2025-05-12 00:00:00,STRAY,RTO,IN KENNEL,2025-05-13 00:00:00,DOG,M,N,PUPPY,BLACK,LABRADOR RETR,40214,59988
FOSTER,A783864,40272,STRAY,OTC,2025-07-07 00:00:00,STRAY,FOSTER,STRAY,2025-07-12 00:00:00,DOG,M,N,PUPPY,TAN / WHITE,BLACK MOUTH CUR / MIX,40291,59989
FEEDERS VS,A780642,40291,FOSTER,RETURN,2025-06-12 00:00:00,FOSTER RET,ADOPTION,FEEDERS VS,2025-06-16 00:00:00,CAT,N,N,KITTN,SEAL PT,DOMESTIC SH,40067,59990
N11,A783870,40214,STRAY,OTC,2025-07-07 00:00:00,STRAY,ADOPTION,MALL EVENT,2025-08-07 00:00:00,DOG,N,N,PUPPY,BROWN / WHITE,PIT BULL,40258,59991
K101,A780664,40214,STRAY,OTC,2025-05-12 00:00:00,STRAY,FOSTER,,2025-05-17 00:00:00,DOG,N,N,SMALL,WHITE / BLACK,CHIHUAHUA SH,40214,59992
NP,A783970,40214,STRAY,FIELD,2025-07-09 00:00:00,STRAY,FOSTER,MEDICAL,2025-08-02 00:00:00,CAT,N,N,MED,BUFF,DOMESTIC SH,40214,59993
C402,A784014,40214,STRAY,FIELD,2025-07-09 00:00:00,STRAY,SNR,,2025-07-12 00:00:00,CAT,N,N,SMALL,ORG TABBY,DOMESTIC SH,40218,59994
INTAKE,A784098,40206,STRAY,OTC,2025-07-11 00:00:00,STRAY,EUTH,MEDICAL,2025-07-11 00:00:00,CAT,N,N,X-LRG,GRAY,DOMESTIC SH,40206,59995
LOST,A772088,,LOST,WEB,2024-11-15 00:00:00,,,,,CAT,F,,SMALL,WHITE,SIAMESE,,59996
LOST,A772285,,LOST,WEB,2024-11-19 00:00:00,,,,,DOG,F,,MED,BROWN,GREYHOUND,,59997
C221,A772633,40215,STRAY,OTC,2024-11-26 00:00:00,STRAY,FOSTER,TOO YOUNG,2024-12-13 00:00:00,CAT,S,N,KITTN,TORTIE,DOMESTIC SH,40215,59998
FOSTER,A772851,40218,FOSTER,RETURN,2025-01-29 00:00:00,FOSTER RET,ADOPTION,WALK IN,2025-01-29 00:00:00,DOG,N,N,PUPPY,BROWN / WHITE,PIT BULL,40215,59999
K203,A772856,40212,STRAY,FIELD,2024-11-29 00:00:00,STRAY,FOSTER,TOO YOUNG,2024-12-04 00:00:00,DOG,M,N,SMALL,BR BRINDLE,PIT BULL / LABRADOR RETR,40258,60000
C218,A743207,40258,STRAY,OTC,2023-08-09 00:00:00,STRAY,FOSTER,TIME/SPACE,2023-08-19 00:00:00,CAT,N,N,KITTN,BLACK / WHITE,DOMESTIC MH,40216,60001
N40,A743319,40212,STRAY,FIELD,2023-08-12 00:00:00,STRAY,ADOPTION,FRIEND,2023-09-22 00:00:00,CAT,N,N,SMALL,ORANGE,DOMESTIC SH,40218,60002
NP,A743615,40272,FOSTER,RETURN,2024-03-12 00:00:00,FOSTER RET,ADOPTION,FOSTER,2024-03-12 00:00:00,DOG,F,N,LARGE,BLACK,GREAT DANE,40272,60003
N26,A782549,40211,STRAY,FIELD,2025-06-13 00:00:00,STRAY,ADOPTION,WALK IN,2025-07-17 00:00:00,DOG,N,N,SMALL,GRAY / WHITE,PIT BULL / MIX,40211,60004
LOST,A714545,,LOST,WEB,2022-04-18 00:00:00,,,,,DOG,M,,MED,UNKNOWN,CHIHUAHUA SH,,60005
LOST,A714627,,LOST,WEB,2022-04-22 00:00:00,,,,,DOG,M,,LARGE,UNKNOWN,LABRADOR RETR,,60006
LOST,A714652,,LOST,WEB,2022-04-22 00:00:00,,,,,DOG,M,,MED,UNKNOWN,PIT BULL,,60007
K101,A714668,40215,STRAY,FIELD,2022-04-24 00:00:00,STRAY,RTO,IN KENNEL,2022-04-26 00:00:00,DOG,N,N,PUPPY,BLACK / BROWN,MIN PINSCHER / DACHSHUND,40215,60008
K101,A714669,40215,STRAY,FIELD,2022-04-24 00:00:00,STRAY,RTO,IN KENNEL,2022-04-26 00:00:00,DOG,M,N,SMALL,BROWN / TAN,GLEN OF IMAAL,40215,60009
K104,A714669,40203,STRAY,OTC,2023-02-08 00:00:00,STRAY,RTO,IN KENNEL,2023-02-14 00:00:00,DOG,M,N,SMALL,BROWN / TAN,GLEN OF IMAAL,40218,60010
INTAKE,A714765,40213,STRAY,OTC,2022-04-26 00:00:00,STRAY,DIED,IN FOSTER,2022-04-26 00:00:00,CAT,M,N,KITTN,BLACK,DOMESTIC MH,40213,60011
LOST,A714991,,LOST,WEB,2022-04-29 00:00:00,,,,,DOG,F,,SMALL,UNKNOWN,SHIH TZU,,60012
NF1,A741899,40218,FOSTER,RETURN,2023-10-01 00:00:00,FOSTER RET,ADOPTION,WALK IN,2023-10-01 00:00:00,CAT,N,N,KITTN,BLK TIGER,DOMESTIC SH,47130,60013
LOST,A742061,,LOST,WEB,2023-07-16 00:00:00,,,,,DOG,M,,SMALL,BLACK,ROTTWEILER,,60014
LOST,A742181,,LOST,WEB,2023-06-29 00:00:00,,,,,DOG,M,,SMALL,BLACK,PIT BULL,,60015
FOUND,A742202,,FOUND,WEB,2023-07-23 00:00:00,,,,,DOG,F,,MED,UNKNOWN,GERM SHEPHERD,,60016
N02,A742230,40216,FOSTER,RETURN,2024-04-10 00:00:00,FOSTER RET,ADOPTION,FRIEND,2024-04-11 00:00:00,DOG,S,N,MED,BROWN / WHITE,PIT BULL,40023,60017
LOST,A742240,,LOST,WEB,2022-04-01 00:00:00,,,,,DOG,F,,LARGE,WHITE,AMER BULLDOG,,60018
LOST,A742371,,LOST,WEB,2023-07-22 00:00:00,,,,,DOG,M,,MED,UNKNOWN,BEAGLE,,60019
